id_origin,id_destination,people
cod_63_4_18_gadm2-8,cod_63_5_19_gadm2-8,2512.437366
cod_63_4_18_gadm2-8,cod_63_5_20_gadm2-8,7175.298146
cod_63_4_18_gadm2-8,cod_63_5_21_gadm2-8,1286.500651
cod_63_4_18_gadm2-8,cod_63_5_22_gadm2-8,2954.496421
cod_63_4_18_gadm2-8,cod_63_6_23_gadm2-8,743.844483
cod_63_4_18_gadm2-8,cod_63_6_24_gadm2-8,369.723946
cod_63_4_18_gadm2-8,cod_63_6_25_gadm2-8,485.123153
cod_63_4_18_gadm2-8,cod_63_6_26_gadm2-8,738.657004
cod_63_4_18_gadm2-8,cod_63_6_27_gadm2-8,285.084616
cod_63_4_18_gadm2-8,cod_63_6_28_gadm2-8,406.070094
cod_63_4_18_gadm2-8,cod_63_7_29_gadm2-8,2610.666402
cod_63_4_18_gadm2-8,cod_63_8_30_gadm2-8,261.127447
cod_63_4_18_gadm2-8,cod_63_8_31_gadm2-8,469.389719
cod_63_4_18_gadm2-8,cod_63_8_32_gadm2-8,1155.084848
cod_63_4_18_gadm2-8,cod_63_8_33_gadm2-8,518.314981
cod_63_4_18_gadm2-8,cod_63_9_34_gadm2-8,331.306591
cod_63_4_18_gadm2-8,cod_63_9_35_gadm2-8,1263.020972
cod_63_4_18_gadm2-8,cod_63_2_7_gadm2-8,216.872603
cod_63_4_18_gadm2-8,cod_63_2_8_gadm2-8,458.068149
cod_63_4_18_gadm2-8,cod_63_2_9_gadm2-8,787.581938
cod_63_4_18_gadm2-8,cod_63_2_10_gadm2-8,414.433534
cod_63_4_18_gadm2-8,cod_63_3_11_gadm2-8,274.451041
cod_63_4_18_gadm2-8,cod_63_3_12_gadm2-8,236.044071
cod_63_4_18_gadm2-8,cod_63_3_13_gadm2-8,292.394794
cod_63_4_18_gadm2-8,cod_63_3_14_gadm2-8,244.350149
cod_63_4_18_gadm2-8,cod_63_3_15_gadm2-8,89.716842
cod_63_4_18_gadm2-8,cod_63_1_1_gadm2-8,327.516610
cod_63_4_18_gadm2-8,cod_63_1_2_gadm2-8,86.747883
cod_63_4_18_gadm2-8,cod_63_1_3_gadm2-8,389.055747
cod_63_4_18_gadm2-8,cod_63_1_4_gadm2-8,347.457333
cod_63_4_18_gadm2-8,cod_63_1_5_gadm2-8,436.726249
cod_63_4_18_gadm2-8,cod_63_1_6_gadm2-8,330.013831
cod_63_4_18_gadm2-8,cod_63_4_16_gadm2-8,1840.324288
cod_63_4_18_gadm2-8,cod_63_4_17_gadm2-8,3568.936293
cod_63_4_18_gadm2-8,cod_63_9_36_gadm2-8,587.248298
cod_63_4_18_gadm2-8,cod_63_9_37_gadm2-8,573.469190
cod_63_4_18_gadm2-8,cod_63_9_38_gadm2-8,337.052220
cod_63_5_19_gadm2-8,cod_63_4_18_gadm2-8,2458.067433
cod_63_5_19_gadm2-8,cod_63_5_20_gadm2-8,7237.660726
cod_63_5_19_gadm2-8,cod_63_5_21_gadm2-8,1270.829318
cod_63_5_19_gadm2-8,cod_63_5_22_gadm2-8,2614.352416
cod_63_5_19_gadm2-8,cod_63_6_23_gadm2-8,2684.142149
cod_63_5_19_gadm2-8,cod_63_6_24_gadm2-8,422.797525
cod_63_5_19_gadm2-8,cod_63_6_25_gadm2-8,554.740814
cod_63_5_19_gadm2-8,cod_63_6_26_gadm2-8,630.143262
cod_63_5_19_gadm2-8,cod_63_6_27_gadm2-8,296.865236
cod_63_5_19_gadm2-8,cod_63_6_28_gadm2-8,910.023680
cod_63_5_19_gadm2-8,cod_63_7_29_gadm2-8,2655.610051
cod_63_5_19_gadm2-8,cod_63_8_30_gadm2-8,290.278305
cod_63_5_19_gadm2-8,cod_63_8_31_gadm2-8,936.771173
cod_63_5_19_gadm2-8,cod_63_8_32_gadm2-8,1109.484288
cod_63_5_19_gadm2-8,cod_63_8_33_gadm2-8,643.522654
cod_63_5_19_gadm2-8,cod_63_9_34_gadm2-8,315.008652
cod_63_5_19_gadm2-8,cod_63_9_35_gadm2-8,1138.336939
cod_63_5_19_gadm2-8,cod_63_2_7_gadm2-8,193.759483
cod_63_5_19_gadm2-8,cod_63_2_8_gadm2-8,341.698987
cod_63_5_19_gadm2-8,cod_63_2_9_gadm2-8,549.097854
cod_63_5_19_gadm2-8,cod_63_2_10_gadm2-8,343.322467
cod_63_5_19_gadm2-8,cod_63_3_11_gadm2-8,317.155388
cod_63_5_19_gadm2-8,cod_63_3_12_gadm2-8,273.109213
cod_63_5_19_gadm2-8,cod_63_3_13_gadm2-8,330.095730
cod_63_5_19_gadm2-8,cod_63_3_14_gadm2-8,253.421984
cod_63_5_19_gadm2-8,cod_63_3_15_gadm2-8,103.258066
cod_63_5_19_gadm2-8,cod_63_1_1_gadm2-8,331.752332
cod_63_5_19_gadm2-8,cod_63_1_2_gadm2-8,89.174931
cod_63_5_19_gadm2-8,cod_63_1_3_gadm2-8,390.718342
cod_63_5_19_gadm2-8,cod_63_1_4_gadm2-8,353.661519
cod_63_5_19_gadm2-8,cod_63_1_5_gadm2-8,457.859067
cod_63_5_19_gadm2-8,cod_63_1_6_gadm2-8,297.873149
cod_63_5_19_gadm2-8,cod_63_4_16_gadm2-8,387.407679
cod_63_5_19_gadm2-8,cod_63_4_17_gadm2-8,745.727017
cod_63_5_19_gadm2-8,cod_63_9_36_gadm2-8,519.096213
cod_63_5_19_gadm2-8,cod_63_9_37_gadm2-8,567.998153
cod_63_5_19_gadm2-8,cod_63_9_38_gadm2-8,334.374722
cod_63_5_20_gadm2-8,cod_63_4_18_gadm2-8,3734.919179
cod_63_5_20_gadm2-8,cod_63_5_19_gadm2-8,3854.080319
cod_63_5_20_gadm2-8,cod_63_5_21_gadm2-8,1587.517713
cod_63_5_20_gadm2-8,cod_63_5_22_gadm2-8,8913.159470
cod_63_5_20_gadm2-8,cod_63_6_23_gadm2-8,1604.184935
cod_63_5_20_gadm2-8,cod_63_6_24_gadm2-8,566.221105
cod_63_5_20_gadm2-8,cod_63_6_25_gadm2-8,759.086362
cod_63_5_20_gadm2-8,cod_63_6_26_gadm2-8,690.423126
cod_63_5_20_gadm2-8,cod_63_6_27_gadm2-8,419.376510
cod_63_5_20_gadm2-8,cod_63_6_28_gadm2-8,700.842885
cod_63_5_20_gadm2-8,cod_63_7_29_gadm2-8,3747.816232
cod_63_5_20_gadm2-8,cod_63_8_30_gadm2-8,394.240932
cod_63_5_20_gadm2-8,cod_63_8_31_gadm2-8,806.204139
cod_63_5_20_gadm2-8,cod_63_8_32_gadm2-8,1631.509062
cod_63_5_20_gadm2-8,cod_63_8_33_gadm2-8,835.146564
cod_63_5_20_gadm2-8,cod_63_9_34_gadm2-8,467.391369
cod_63_5_20_gadm2-8,cod_63_9_35_gadm2-8,1736.900464
cod_63_5_20_gadm2-8,cod_63_2_7_gadm2-8,289.988925
cod_63_5_20_gadm2-8,cod_63_2_8_gadm2-8,555.300726
cod_63_5_20_gadm2-8,cod_63_2_9_gadm2-8,935.609762
cod_63_5_20_gadm2-8,cod_63_2_10_gadm2-8,539.863890
cod_63_5_20_gadm2-8,cod_63_3_11_gadm2-8,432.482936
cod_63_5_20_gadm2-8,cod_63_3_12_gadm2-8,372.596153
cod_63_5_20_gadm2-8,cod_63_3_13_gadm2-8,451.554406
cod_63_5_20_gadm2-8,cod_63_3_14_gadm2-8,355.357544
cod_63_5_20_gadm2-8,cod_63_3_15_gadm2-8,140.802070
cod_63_5_20_gadm2-8,cod_63_1_1_gadm2-8,476.829034
cod_63_5_20_gadm2-8,cod_63_1_2_gadm2-8,126.962798
cod_63_5_20_gadm2-8,cod_63_1_3_gadm2-8,565.905863
cod_63_5_20_gadm2-8,cod_63_1_4_gadm2-8,507.611349
cod_63_5_20_gadm2-8,cod_63_1_5_gadm2-8,648.216970
cod_63_5_20_gadm2-8,cod_63_1_6_gadm2-8,467.294002
cod_63_5_20_gadm2-8,cod_63_4_16_gadm2-8,876.156627
cod_63_5_20_gadm2-8,cod_63_4_17_gadm2-8,1805.220956
cod_63_5_20_gadm2-8,cod_63_9_36_gadm2-8,799.587549
cod_63_5_20_gadm2-8,cod_63_9_37_gadm2-8,839.358914
cod_63_5_20_gadm2-8,cod_63_9_38_gadm2-8,494.087941
cod_63_5_21_gadm2-8,cod_63_4_18_gadm2-8,1314.244809
cod_63_5_21_gadm2-8,cod_63_5_19_gadm2-8,1328.306387
cod_63_5_21_gadm2-8,cod_63_5_20_gadm2-8,3123.359601
cod_63_5_21_gadm2-8,cod_63_5_22_gadm2-8,1126.748848
cod_63_5_21_gadm2-8,cod_63_6_23_gadm2-8,490.129780
cod_63_5_21_gadm2-8,cod_63_6_24_gadm2-8,338.113050
cod_63_5_21_gadm2-8,cod_63_6_25_gadm2-8,373.523080
cod_63_5_21_gadm2-8,cod_63_6_26_gadm2-8,257.824327
cod_63_5_21_gadm2-8,cod_63_6_27_gadm2-8,276.346879
cod_63_5_21_gadm2-8,cod_63_6_28_gadm2-8,383.920502
cod_63_5_21_gadm2-8,cod_63_7_29_gadm2-8,2368.390739
cod_63_5_21_gadm2-8,cod_63_8_30_gadm2-8,281.946055
cod_63_5_21_gadm2-8,cod_63_8_31_gadm2-8,1267.780024
cod_63_5_21_gadm2-8,cod_63_8_32_gadm2-8,1126.677679
cod_63_5_21_gadm2-8,cod_63_8_33_gadm2-8,606.961000
cod_63_5_21_gadm2-8,cod_63_9_34_gadm2-8,262.576982
cod_63_5_21_gadm2-8,cod_63_9_35_gadm2-8,940.815385
cod_63_5_21_gadm2-8,cod_63_2_7_gadm2-8,191.155331
cod_63_5_21_gadm2-8,cod_63_2_8_gadm2-8,327.292623
cod_63_5_21_gadm2-8,cod_63_2_9_gadm2-8,591.578565
cod_63_5_21_gadm2-8,cod_63_2_10_gadm2-8,386.742208
cod_63_5_21_gadm2-8,cod_63_3_11_gadm2-8,276.321119
cod_63_5_21_gadm2-8,cod_63_3_12_gadm2-8,240.684511
cod_63_5_21_gadm2-8,cod_63_3_13_gadm2-8,288.769705
cod_63_5_21_gadm2-8,cod_63_3_14_gadm2-8,226.240222
cod_63_5_21_gadm2-8,cod_63_3_15_gadm2-8,91.096051
cod_63_5_21_gadm2-8,cod_63_1_1_gadm2-8,322.657533
cod_63_5_21_gadm2-8,cod_63_1_2_gadm2-8,82.656623
cod_63_5_21_gadm2-8,cod_63_1_3_gadm2-8,376.278452
cod_63_5_21_gadm2-8,cod_63_1_4_gadm2-8,276.909523
cod_63_5_21_gadm2-8,cod_63_1_5_gadm2-8,357.909563
cod_63_5_21_gadm2-8,cod_63_1_6_gadm2-8,724.462658
cod_63_5_21_gadm2-8,cod_63_4_16_gadm2-8,259.110499
cod_63_5_21_gadm2-8,cod_63_4_17_gadm2-8,1547.426344
cod_63_5_21_gadm2-8,cod_63_9_36_gadm2-8,452.415286
cod_63_5_21_gadm2-8,cod_63_9_37_gadm2-8,735.703338
cod_63_5_21_gadm2-8,cod_63_9_38_gadm2-8,645.217801
cod_63_5_22_gadm2-8,cod_63_4_18_gadm2-8,2921.634336
cod_63_5_22_gadm2-8,cod_63_5_19_gadm2-8,2644.216157
cod_63_5_22_gadm2-8,cod_63_5_20_gadm2-8,16966.634130
cod_63_5_22_gadm2-8,cod_63_5_21_gadm2-8,1090.176107
cod_63_5_22_gadm2-8,cod_63_6_23_gadm2-8,784.009653
cod_63_5_22_gadm2-8,cod_63_6_24_gadm2-8,277.317997
cod_63_5_22_gadm2-8,cod_63_6_25_gadm2-8,374.233971
cod_63_5_22_gadm2-8,cod_63_6_26_gadm2-8,350.697325
cod_63_5_22_gadm2-8,cod_63_6_27_gadm2-8,205.769285
cod_63_5_22_gadm2-8,cod_63_6_28_gadm2-8,338.661776
cod_63_5_22_gadm2-8,cod_63_7_29_gadm2-8,1834.686013
cod_63_5_22_gadm2-8,cod_63_8_30_gadm2-8,191.751028
cod_63_5_22_gadm2-8,cod_63_8_31_gadm2-8,386.263515
cod_63_5_22_gadm2-8,cod_63_8_32_gadm2-8,801.341342
cod_63_5_22_gadm2-8,cod_63_8_33_gadm2-8,403.685103
cod_63_5_22_gadm2-8,cod_63_9_34_gadm2-8,230.820344
cod_63_5_22_gadm2-8,cod_63_9_35_gadm2-8,859.114859
cod_63_5_22_gadm2-8,cod_63_2_7_gadm2-8,142.727749
cod_63_5_22_gadm2-8,cod_63_2_8_gadm2-8,275.298444
cod_63_5_22_gadm2-8,cod_63_2_9_gadm2-8,463.323201
cod_63_5_22_gadm2-8,cod_63_2_10_gadm2-8,265.437683
cod_63_5_22_gadm2-8,cod_63_3_11_gadm2-8,210.750467
cod_63_5_22_gadm2-8,cod_63_3_12_gadm2-8,181.536610
cod_63_5_22_gadm2-8,cod_63_3_13_gadm2-8,220.190131
cod_63_5_22_gadm2-8,cod_63_3_14_gadm2-8,173.803045
cod_63_5_22_gadm2-8,cod_63_3_15_gadm2-8,68.610359
cod_63_5_22_gadm2-8,cod_63_1_1_gadm2-8,233.790981
cod_63_5_22_gadm2-8,cod_63_1_2_gadm2-8,62.288580
cod_63_5_22_gadm2-8,cod_63_1_3_gadm2-8,278.080229
cod_63_5_22_gadm2-8,cod_63_1_4_gadm2-8,249.792562
cod_63_5_22_gadm2-8,cod_63_1_5_gadm2-8,318.476754
cod_63_5_22_gadm2-8,cod_63_1_6_gadm2-8,227.916878
cod_63_5_22_gadm2-8,cod_63_4_16_gadm2-8,451.654521
cod_63_5_22_gadm2-8,cod_63_4_17_gadm2-8,914.276642
cod_63_5_22_gadm2-8,cod_63_9_36_gadm2-8,395.142890
cod_63_5_22_gadm2-8,cod_63_9_37_gadm2-8,410.153356
cod_63_5_22_gadm2-8,cod_63_9_38_gadm2-8,241.294482
cod_63_6_23_gadm2-8,cod_63_4_18_gadm2-8,731.557869
cod_63_6_23_gadm2-8,cod_63_5_19_gadm2-8,2700.637455
cod_63_6_23_gadm2-8,cod_63_5_20_gadm2-8,3038.460437
cod_63_6_23_gadm2-8,cod_63_5_21_gadm2-8,472.344295
cod_63_6_23_gadm2-8,cod_63_5_22_gadm2-8,781.803106
cod_63_6_23_gadm2-8,cod_63_6_24_gadm2-8,1083.500024
cod_63_6_23_gadm2-8,cod_63_6_25_gadm2-8,2348.752313
cod_63_6_23_gadm2-8,cod_63_6_26_gadm2-8,1062.699878
cod_63_6_23_gadm2-8,cod_63_6_27_gadm2-8,448.897473
cod_63_6_23_gadm2-8,cod_63_6_28_gadm2-8,1102.610359
cod_63_6_23_gadm2-8,cod_63_7_29_gadm2-8,3093.121936
cod_63_6_23_gadm2-8,cod_63_8_30_gadm2-8,276.884465
cod_63_6_23_gadm2-8,cod_63_8_31_gadm2-8,471.074747
cod_63_6_23_gadm2-8,cod_63_8_32_gadm2-8,1189.598718
cod_63_6_23_gadm2-8,cod_63_8_33_gadm2-8,578.103377
cod_63_6_23_gadm2-8,cod_63_9_34_gadm2-8,390.034722
cod_63_6_23_gadm2-8,cod_63_9_35_gadm2-8,1372.204350
cod_63_6_23_gadm2-8,cod_63_2_7_gadm2-8,222.789803
cod_63_6_23_gadm2-8,cod_63_2_8_gadm2-8,358.662099
cod_63_6_23_gadm2-8,cod_63_2_9_gadm2-8,551.860026
cod_63_6_23_gadm2-8,cod_63_2_10_gadm2-8,380.717864
cod_63_6_23_gadm2-8,cod_63_3_11_gadm2-8,364.564163
cod_63_6_23_gadm2-8,cod_63_3_12_gadm2-8,311.520348
cod_63_6_23_gadm2-8,cod_63_3_13_gadm2-8,381.530994
cod_63_6_23_gadm2-8,cod_63_3_14_gadm2-8,292.341660
cod_63_6_23_gadm2-8,cod_63_3_15_gadm2-8,118.124722
cod_63_6_23_gadm2-8,cod_63_1_1_gadm2-8,406.197650
cod_63_6_23_gadm2-8,cod_63_1_2_gadm2-8,109.266182
cod_63_6_23_gadm2-8,cod_63_1_3_gadm2-8,485.154082
cod_63_6_23_gadm2-8,cod_63_1_4_gadm2-8,441.376114
cod_63_6_23_gadm2-8,cod_63_1_5_gadm2-8,570.394730
cod_63_6_23_gadm2-8,cod_63_1_6_gadm2-8,306.577525
cod_63_6_23_gadm2-8,cod_63_4_16_gadm2-8,164.212864
cod_63_6_23_gadm2-8,cod_63_4_17_gadm2-8,571.528425
cod_63_6_23_gadm2-8,cod_63_9_36_gadm2-8,613.426859
cod_63_6_23_gadm2-8,cod_63_9_37_gadm2-8,617.233685
cod_63_6_23_gadm2-8,cod_63_9_38_gadm2-8,361.711241
cod_63_6_24_gadm2-8,cod_63_4_18_gadm2-8,370.908888
cod_63_6_24_gadm2-8,cod_63_5_19_gadm2-8,434.008554
cod_63_6_24_gadm2-8,cod_63_5_20_gadm2-8,1094.822691
cod_63_6_24_gadm2-8,cod_63_5_21_gadm2-8,332.379984
cod_63_6_24_gadm2-8,cod_63_5_22_gadm2-8,282.189180
cod_63_6_24_gadm2-8,cod_63_6_23_gadm2-8,1106.427281
cod_63_6_24_gadm2-8,cod_63_6_25_gadm2-8,2010.050089
cod_63_6_24_gadm2-8,cod_63_6_26_gadm2-8,291.668883
cod_63_6_24_gadm2-8,cod_63_6_27_gadm2-8,2193.264922
cod_63_6_24_gadm2-8,cod_63_6_28_gadm2-8,742.158214
cod_63_6_24_gadm2-8,cod_63_7_29_gadm2-8,3356.322705
cod_63_6_24_gadm2-8,cod_63_8_30_gadm2-8,233.481099
cod_63_6_24_gadm2-8,cod_63_8_31_gadm2-8,336.952465
cod_63_6_24_gadm2-8,cod_63_8_32_gadm2-8,1130.365991
cod_63_6_24_gadm2-8,cod_63_8_33_gadm2-8,447.283081
cod_63_6_24_gadm2-8,cod_63_9_34_gadm2-8,399.819224
cod_63_6_24_gadm2-8,cod_63_9_35_gadm2-8,1344.684024
cod_63_6_24_gadm2-8,cod_63_2_7_gadm2-8,244.665446
cod_63_6_24_gadm2-8,cod_63_2_8_gadm2-8,369.213158
cod_63_6_24_gadm2-8,cod_63_2_9_gadm2-8,572.603427
cod_63_6_24_gadm2-8,cod_63_2_10_gadm2-8,417.537787
cod_63_6_24_gadm2-8,cod_63_3_11_gadm2-8,379.727769
cod_63_6_24_gadm2-8,cod_63_3_12_gadm2-8,322.707966
cod_63_6_24_gadm2-8,cod_63_3_13_gadm2-8,404.843902
cod_63_6_24_gadm2-8,cod_63_3_14_gadm2-8,315.388091
cod_63_6_24_gadm2-8,cod_63_3_15_gadm2-8,123.612247
cod_63_6_24_gadm2-8,cod_63_1_1_gadm2-8,444.352102
cod_63_6_24_gadm2-8,cod_63_1_2_gadm2-8,119.394351
cod_63_6_24_gadm2-8,cod_63_1_3_gadm2-8,520.738201
cod_63_6_24_gadm2-8,cod_63_1_4_gadm2-8,461.857934
cod_63_6_24_gadm2-8,cod_63_1_5_gadm2-8,602.066541
cod_63_6_24_gadm2-8,cod_63_1_6_gadm2-8,329.104619
cod_63_6_24_gadm2-8,cod_63_4_16_gadm2-8,87.703115
cod_63_6_24_gadm2-8,cod_63_4_17_gadm2-8,439.819021
cod_63_6_24_gadm2-8,cod_63_9_36_gadm2-8,594.032049
cod_63_6_24_gadm2-8,cod_63_9_37_gadm2-8,639.619990
cod_63_6_24_gadm2-8,cod_63_9_38_gadm2-8,374.532852
cod_63_6_25_gadm2-8,cod_63_4_18_gadm2-8,415.082488
cod_63_6_25_gadm2-8,cod_63_5_19_gadm2-8,485.694972
cod_63_6_25_gadm2-8,cod_63_5_20_gadm2-8,1251.935286
cod_63_6_25_gadm2-8,cod_63_5_21_gadm2-8,313.150588
cod_63_6_25_gadm2-8,cod_63_5_22_gadm2-8,324.756790
cod_63_6_25_gadm2-8,cod_63_6_23_gadm2-8,2047.988140
cod_63_6_25_gadm2-8,cod_63_6_24_gadm2-8,1717.327695
cod_63_6_25_gadm2-8,cod_63_6_26_gadm2-8,884.862960
cod_63_6_25_gadm2-8,cod_63_6_27_gadm2-8,943.053545
cod_63_6_25_gadm2-8,cod_63_6_28_gadm2-8,397.444468
cod_63_6_25_gadm2-8,cod_63_7_29_gadm2-8,2753.754686
cod_63_6_25_gadm2-8,cod_63_8_30_gadm2-8,228.609476
cod_63_6_25_gadm2-8,cod_63_8_31_gadm2-8,320.829951
cod_63_6_25_gadm2-8,cod_63_8_32_gadm2-8,1121.454311
cod_63_6_25_gadm2-8,cod_63_8_33_gadm2-8,426.988646
cod_63_6_25_gadm2-8,cod_63_9_34_gadm2-8,376.140751
cod_63_6_25_gadm2-8,cod_63_9_35_gadm2-8,1314.044040
cod_63_6_25_gadm2-8,cod_63_2_7_gadm2-8,203.013290
cod_63_6_25_gadm2-8,cod_63_2_8_gadm2-8,302.935825
cod_63_6_25_gadm2-8,cod_63_2_9_gadm2-8,475.397582
cod_63_6_25_gadm2-8,cod_63_2_10_gadm2-8,349.987309
cod_63_6_25_gadm2-8,cod_63_3_11_gadm2-8,314.695941
cod_63_6_25_gadm2-8,cod_63_3_12_gadm2-8,266.864151
cod_63_6_25_gadm2-8,cod_63_3_13_gadm2-8,332.153450
cod_63_6_25_gadm2-8,cod_63_3_14_gadm2-8,256.840967
cod_63_6_25_gadm2-8,cod_63_3_15_gadm2-8,101.677391
cod_63_6_25_gadm2-8,cod_63_1_1_gadm2-8,385.513076
cod_63_6_25_gadm2-8,cod_63_1_2_gadm2-8,102.995251
cod_63_6_25_gadm2-8,cod_63_1_3_gadm2-8,468.378319
cod_63_6_25_gadm2-8,cod_63_1_4_gadm2-8,419.147384
cod_63_6_25_gadm2-8,cod_63_1_5_gadm2-8,537.624782
cod_63_6_25_gadm2-8,cod_63_1_6_gadm2-8,290.150220
cod_63_6_25_gadm2-8,cod_63_4_16_gadm2-8,95.094678
cod_63_6_25_gadm2-8,cod_63_4_17_gadm2-8,404.632229
cod_63_6_25_gadm2-8,cod_63_9_36_gadm2-8,590.732971
cod_63_6_25_gadm2-8,cod_63_9_37_gadm2-8,597.724890
cod_63_6_25_gadm2-8,cod_63_9_38_gadm2-8,349.936089
cod_63_6_26_gadm2-8,cod_63_4_18_gadm2-8,784.246066
cod_63_6_26_gadm2-8,cod_63_5_19_gadm2-8,684.501388
cod_63_6_26_gadm2-8,cod_63_5_20_gadm2-8,1412.563343
cod_63_6_26_gadm2-8,cod_63_5_21_gadm2-8,268.132741
cod_63_6_26_gadm2-8,cod_63_5_22_gadm2-8,377.529316
cod_63_6_26_gadm2-8,cod_63_6_23_gadm2-8,1148.633526
cod_63_6_26_gadm2-8,cod_63_6_24_gadm2-8,308.861908
cod_63_6_26_gadm2-8,cod_63_6_25_gadm2-8,1098.705848
cod_63_6_26_gadm2-8,cod_63_6_27_gadm2-8,239.145436
cod_63_6_26_gadm2-8,cod_63_6_28_gadm2-8,264.858118
cod_63_6_26_gadm2-8,cod_63_7_29_gadm2-8,1792.399967
cod_63_6_26_gadm2-8,cod_63_8_30_gadm2-8,185.575284
cod_63_6_26_gadm2-8,cod_63_8_31_gadm2-8,254.499697
cod_63_6_26_gadm2-8,cod_63_8_32_gadm2-8,896.756978
cod_63_6_26_gadm2-8,cod_63_8_33_gadm2-8,341.780457
cod_63_6_26_gadm2-8,cod_63_9_34_gadm2-8,280.352979
cod_63_6_26_gadm2-8,cod_63_9_35_gadm2-8,1025.229045
cod_63_6_26_gadm2-8,cod_63_2_7_gadm2-8,135.112389
cod_63_6_26_gadm2-8,cod_63_2_8_gadm2-8,250.925543
cod_63_6_26_gadm2-8,cod_63_2_9_gadm2-8,371.018651
cod_63_6_26_gadm2-8,cod_63_2_10_gadm2-8,237.510940
cod_63_6_26_gadm2-8,cod_63_3_11_gadm2-8,203.262740
cod_63_6_26_gadm2-8,cod_63_3_12_gadm2-8,172.608186
cod_63_6_26_gadm2-8,cod_63_3_13_gadm2-8,213.483418
cod_63_6_26_gadm2-8,cod_63_3_14_gadm2-8,167.579428
cod_63_6_26_gadm2-8,cod_63_3_15_gadm2-8,65.382990
cod_63_6_26_gadm2-8,cod_63_1_1_gadm2-8,259.613121
cod_63_6_26_gadm2-8,cod_63_1_2_gadm2-8,68.872054
cod_63_6_26_gadm2-8,cod_63_1_3_gadm2-8,329.672002
cod_63_6_26_gadm2-8,cod_63_1_4_gadm2-8,298.755444
cod_63_6_26_gadm2-8,cod_63_1_5_gadm2-8,375.289262
cod_63_6_26_gadm2-8,cod_63_1_6_gadm2-8,203.737204
cod_63_6_26_gadm2-8,cod_63_4_16_gadm2-8,111.812452
cod_63_6_26_gadm2-8,cod_63_4_17_gadm2-8,403.672461
cod_63_6_26_gadm2-8,cod_63_9_36_gadm2-8,470.093795
cod_63_6_26_gadm2-8,cod_63_9_37_gadm2-8,443.972895
cod_63_6_26_gadm2-8,cod_63_9_38_gadm2-8,259.911516
cod_63_6_27_gadm2-8,cod_63_4_18_gadm2-8,243.443612
cod_63_6_27_gadm2-8,cod_63_5_19_gadm2-8,259.402310
cod_63_6_27_gadm2-8,cod_63_5_20_gadm2-8,690.547916
cod_63_6_27_gadm2-8,cod_63_5_21_gadm2-8,231.238405
cod_63_6_27_gadm2-8,cod_63_5_22_gadm2-8,178.210616
cod_63_6_27_gadm2-8,cod_63_6_23_gadm2-8,390.295339
cod_63_6_27_gadm2-8,cod_63_6_24_gadm2-8,1877.233223
cod_63_6_27_gadm2-8,cod_63_6_25_gadm2-8,943.358473
cod_63_6_27_gadm2-8,cod_63_6_26_gadm2-8,192.775743
cod_63_6_27_gadm2-8,cod_63_6_28_gadm2-8,261.572647
cod_63_6_27_gadm2-8,cod_63_7_29_gadm2-8,2277.222915
cod_63_6_27_gadm2-8,cod_63_8_30_gadm2-8,165.531035
cod_63_6_27_gadm2-8,cod_63_8_31_gadm2-8,232.314551
cod_63_6_27_gadm2-8,cod_63_8_32_gadm2-8,828.579052
cod_63_6_27_gadm2-8,cod_63_8_33_gadm2-8,305.833931
